siteID,dateResight,yearResight,birdID,resightTypePart,notesResight,notesResightPart
COLSKATMD1,4/15/2013,2013,2590-83036,P,NA,"yearColumn = 2012, .Banded 5/18/2012; yearColumn = 2013, resighted 4/2013; yearColumn = 2014, resighted 6/12/14; yearColumn = 2015, Recaptured 6/6/15"
STURCARMD1,5/15/2013,2013,2590-83054,P,NA,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant late May"
STURCARMD1,6/4/2013,2013,2590-83055,P,NA,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June"
KEYESUSMD1,4/4/2013,2013,2590-83170,P,NA,"yearColumn = 2010, banded 7/9/10; yearColumn = 2013, resighted by participant 4/4/2013"
KEYESUSMD1,4/4/2013,2013,2590-83171,P,NA,"yearColumn = 2010, banded 7/9/10; yearColumn = 2013, resighted by participant 4/4/2013; yearColumn = 2014, recaptured by BD July 26"
BALASUCMD1,3/20/2011,2011,2610-37305,P,NA,"yearColumn = 2010, banded 5/28; yearColumn = 2011, resighted by participant 20 March"
SALOSHEMD1,12/3/2011,2011,2610-37317,P,NA,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 12/3/2011; yearColumn = 2012, Recaptured 5/31/2012"
TATEJUAMD1,5/3/2012,2012,2610-37323,P,NA,"yearColumn = 2010, Captured 6/22/2010; yearColumn = 2012, resighted by participant3May, 15 July; yearColumn = 2013, .Resighted by participant 7/8/2013"
TATEJUAMD1,7/15/2012,2012,2610-37323,P,NA,"yearColumn = 2010, Captured 6/22/2010; yearColumn = 2012, resighted by participant3May, 15 July; yearColumn = 2013, .Resighted by participant 7/8/2013"
TATEJUAMD1,7/8/2013,2013,2610-37323,P,NA,"yearColumn = 2010, Captured 6/22/2010; yearColumn = 2012, resighted by participant3May, 15 July; yearColumn = 2013, .Resighted by participant 7/8/2013"
CAMPROSMD1,7/10/2011,2011,2610-37352,P,NA,"yearColumn = 2010, Captured 7/27/2010; resight by neighbor ; yearColumn = 2011, Resight by homeowner 7/10/2011 "
GECACARVA1,2/15/2015,2015,2641-63303,P,NA,"yearColumn = 2013, Capture 7/10/2013; yearColumn = 2014, RECAP 6/21/14; yearColumn = 2015, FOUND DEAD FEBRUARY by participant"
COLSKATMD1,8/17/2014,2014,2641-63625,P,NA,"yearColumn = 2013, Banded 5/29/13; yearColumn = 2014, resighted by participant neighbor 17 August"
TATEJUAMD1,2/1/2013,2013,2641-63665,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by participant 1/2/15"
TATEJUAMD1,1/2/2014,2014,2641-63665,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 2/1/14; yearColumn = 2015, Resighted by participant 1/2/15"
TATEJUAMD1,2/14/2016,2016,2641-63665,P,Seen by neighbor in neighbor's yard; not certain of exact date in February 2016,NA
TATEJUAMD1,8/7/2014,2014,2641-63666,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 8/7/14"
TATEJUAMD1,11/7/2014,2014,2641-63668,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 11/7/14; yearColumn = 2015, Resighted by participant 5/3/15"
TATEJUAMD1,5/3/2015,2015,2641-63668,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 11/7/14; yearColumn = 2015, Resighted by participant 5/3/15"
TATEJUAMD1,2/7/2016,2016,2641-63668,P,NA,NA
TATEJUAMD1,11/4/2014,2014,2641-63669,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, Resighted by participant 11/4/14"
TATEJUAMD1,6/23/2016,2016,2641-63669,P,Originally listed as U sex; confirmed as F now.,NA
TATEJUAMD1,12/14/2014,2014,2641-63670,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, resighted 19 June
Resighted by participant 12/14/14; yearColumn = 2015, Resighted by Participant 6/01/15"
TATEJUAMD1,6/1/2015,2015,2641-63670,P,NA,"yearColumn = 2013, Banded 7/8/2013; yearColumn = 2014, resighted 19 June
Resighted by participant 12/14/14; yearColumn = 2015, Resighted by Participant 6/01/15"
TATEJUAMD1,4/11/2016,2016,2641-63670,P,Seen monthly since banding.,NA
VERSBETMD1,3/15/2015,2015,2641-63774,P,NA,"yearColumn = 2014, BANDED 6/21/14; yearColumn = 2015, resighted by participant"
VONGJENMD1,4/30/2015,2015,2641-63901,P,NA,"yearColumn = 2013, May 13, 2013; yearColumn = 2015, resighted by participant 30 April; 10 June"
VONGJENMD1,6/10/2015,2015,2641-63901,P,NA,"yearColumn = 2013, May 13, 2013; yearColumn = 2015, resighted by participant 30 April; 10 June"
VONGJENMD1,9/15/2015,2015,2641-63901,P,NA,NA
VONGJENMD1,1/16/2016,2016,2641-63901,P,NA,NA
VONGJENMD1,4/8/2016,2016,2641-63901,P,NA,NA
BLOCDAVMD1,3/15/2014,2014,2641-63924,P,NA,"yearColumn = 2013, June 8, 2013; yearColumn = 2014, resighted by participant"
BLOCDAVMD1,3/15/2014,2014,2641-63925,P,NA,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant"
BLOCDAVMD1,3/15/2014,2014,2641-63926,P,NA,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015."
TATEJUAMD1,5/1/2015,2015,2641-63968,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted by participant 5/1/15"
TATEJUAMD1,1/13/2016,2016,2641-63968,P,BK band either missing or has slid under the A band.,NA
TATEJUAMD1,5/22/2015,2015,2641-63969,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted by participant 5/22/15"
TATEJUAMD1,11/26/2015,2015,2641-63969,P,NA,NA
TATEJUAMD1,2/5/2016,2016,2641-63971,P,NA,NA
TATEJUAMD1,5/1/2015,2015,2641-63972,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted 6/17/2015.
Paritipant reighted 5/1/15"
TATEJUAMD1,4/1/2016,2016,2641-63972,P,One P band missing.,NA
TATEJUAMD1,5/22/2015,2015,2641-63973,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighte by participant 5/22/15"
TATEJUAMD1,2/11/2016,2016,2641-63973,P,NA,NA
TATEJUAMD1,2/12/2014,2014,2641-63975,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted by participant 2/12/15"
TATEJUAMD1,4/11/2016,2016,2641-63975,P,NA,NA
TATEJUAMD1,4/8/2015,2015,2641-63976,P,NA,"yearColumn = 2014, banded 19 June; yearColumn = 2015, Resighted by participant 4/08/15"
KEYESUSMD1,6/28/2015,2015,2641-63884,P,NA,NA
SALOSHEMD1,6/22/2016,2016,2651-47665,P,NA,NA
VERSBETMD1,3/15/2014,2014,2660-75720,P,NA,"yearColumn = 2013, banded 5/23; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD1,3/15/2015,2015,2660-75720,P,NA,"yearColumn = 2013, banded 5/23; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant"
VERSBETMD1,3/15/2014,2014,2661-31503,P,NA,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant"
STEWBETMD1,5/10/2015,2015,2661-31539,P,NA,"yearColumn = 2014, banded 5/5/2014; yearColumn = 2015, resighted by particpant 10 May"
GECACARVA1,3/15/2015,2015,2690-18954,P,NA,"yearColumn = 2013, banded 5/14/2013; yearColumn = 2014, resighted 4/24/2014; yearColumn = 2015, resighted by participant"
VERSBETMD1,3/15/2015,2015,2690-95963,P,NA,"yearColumn = 2014, BANDED 6/21/2014; yearColumn = 2015, resighted by participant"
COLSKATMD1,3/15/2015,2015,2710-25926,P,NA,"yearColumn = 2013, Banded 5/13/13; yearColumn = 2015, resighted by participant"
VONGJENMD1,5/28/2015,2015,2710-25929,P,NA,"yearColumn = 2013, Banded 5/17/13; yearColumn = 2015, resighted by participant 28 May"
STEWBETMD1,4/16/2014,2014,2710-25933,P,NA,"yearColumn = 2013, Banded 5/18; yearColumn = 2014, resighted by participant 4/16/2014, recaptured 5/5/2014; yearColumn = 2015, resighted 4/23/2015"
MORRCHRVA1,4/15/2015,2015,2710-25949,P,NA,"yearColumn = 2013, banded; yearColumn = 2014, resighted 4/18/2014 by tech; yearColumn = 2015, 4/15/2015: found dead by participant"
MORRCHRVA1,4/25/2014,2014,2710-25955,P,NA,"yearColumn = 2013, banded; yearColumn = 2014, resighted 4/25/2014"
CAMPROSMD1,3/15/2015,2015,2710-25973,P,NA,"yearColumn = 2013, banded 7/19/2013; yearColumn = 2015, resighted by participant"
KEYESUSMD1,4/30/2016,2016,2710-53774,P,NA,NA
KEYESUSMD1,4/30/2016,2016,2710-53775,P,NA,NA
TATEJUAMD1,3/3/2016,2016,2710-53790,P,NA,NA
TATEJUAMD1,4/3/2016,2016,2710-53791,P,NA,NA
BROWANNMD1,3/15/2015,2015,2710-53974,P,NA,"yearColumn = 2014, banded July 22; yearColumn = 2015, resighted by participant"
KEYESUSMD1,6/27/2015,2015,2710-53982,P,NA,NA
STEWBETMD1,8/20/2016,2016,2710-54232,P,NA,NA
STEWBETMD1,8/20/2016,2016,2710-54233,P,NA,NA
TATEJUAMD1,8/27/2015,2015,2710-54306,P,NA,NA
TATEJUAMD1,7/12/2015,2015,2710-54308,P,NA,NA
TATEJUAMD1,4/22/2016,2016,2710-54308,P,NA,NA
PHARAIMMD1,6/8/2015,2015,2710-54347,P,NA,"yearColumn = 2014, banded 27 July; yearColumn = 2015, rsighted by participant 8 June, 4 Oct."
PHARAIMMD1,10/4/2015,2015,2710-54347,P,NA,"yearColumn = 2014, banded 27 July; yearColumn = 2015, rsighted by participant 8 June, 4 Oct."
PERRCHRMD1,1/6/2017,2017,2711-71544,P,NA,NA
VONGJENMD1,6/10/2015,2015,2730-24704,P,NA,"yearColumn = 2014, 05/03/2014; yearColumn = 2015, resighted by participant 10 June"
STEWBETMD1,3/15/2015,2015,2730-24729,P,NA,"yearColumn = 2014, banded 5/17/2014; yearColumn = 2015, resighted by participant"
CAMPROSMD1,11/23/2016,2016,2750-41372,P,Date banded 7/6/15,NA
BARBJERMD1,4/21/2016,2016,2750-41384,P,"Nesting in a nest box.  It's mate band colors: A/PK,Y_x000D_ There are at least three nestlings in the nest box that I observed today.",NA
BARBJERMD1,4/21/2016,2016,2750-41387,P,"It's mate is also banded.  Band colors A/W,G.  They have an active nest in a nest box with at least 3 nestlings that I could see today.  Looks like they recently hatched within day or two.",NA
BUISNORVA1,6/13/2016,2016,2750-41402,P,NA,NA
VONGJENMD1,4/19/2016,2016,2750-41403,P,NA,NA
SALOSHEMD1,6/1/2007,2007,4501-87449,P,NA,"yearColumn = 2006, banded 13 July; yearColumn = 2007, resighted by participant 1 June; yearColumn = 2008, resighted by participant 15 May; yearColumn = 2009, resighted 6/22 by ND"
SALOSHEMD1,5/15/2008,2008,4501-87449,P,NA,"yearColumn = 2006, banded 13 July; yearColumn = 2007, resighted by participant 1 June; yearColumn = 2008, resighted by participant 15 May; yearColumn = 2009, resighted 6/22 by ND"
VERSBETMD1,3/15/2014,2014,4501-87492,P,NA,"yearColumn = 2004, banded 8 July; yearColumn = 2014, resighted by participant"
TATEJUAMD1,5/10/2003,2003,719-17740,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2003, resight 10 May by participant"
STURCARMD1,4/10/2010,2010,742-29175,P,NA,"yearColumn = 2008, banded 2 july; yearColumn = 2010, resighted by participant 10 April"
FARYSIMMD1,6/3/2013,2013,742-29421,P,NA,"yearColumn = 2007, banded 25 may; yearColumn = 2013, resighted by participant 3 June"
BARBJERMD1,6/5/2011,2011,742-29428,P,NA,"yearColumn = 2008, banded_6/2/08; yearColumn = 2011, resighted by participant 06/05/2011"
BLOCDAVMD1,3/15/2014,2014,742-29490,P,NA,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant"
ROHRSALMD1,7/15/2002,2002,791-17032,P,NA,"yearColumn = 2001, banded 8 May; yearColumn = 2002, resighted 15 July; yearColumn = 2005, resighted by participant 7 July"
ROHRSALMD1,7/7/2005,2005,791-17032,P,NA,"yearColumn = 2001, banded 8 May; yearColumn = 2002, resighted 15 July; yearColumn = 2005, resighted by participant 7 July"
SCHLROBMD1,12/18/2012,2012,791-17044,P,NA,"yearColumn = 2001, banded 15 May; yearColumn = 2012, Resighted by participant 12/18/12"
ROHRSALMD1,3/15/2002,2002,791-17046,P,NA,"yearColumn = 2001, banded 15 May; yearColumn = 2002, resighted late March"
TATEJUAMD1,3/15/2001,2001,791-17738,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant December; yearColumn = 2003, resight by participant 10 March; yearColumn = 2004, resight by participant 4 April; yearColumn = 2005, resighted by participant March"
TATEJUAMD1,12/15/2002,2002,791-17738,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant December; yearColumn = 2003, resight by participant 10 March; yearColumn = 2004, resight by participant 4 April; yearColumn = 2005, resighted by participant March"
TATEJUAMD1,3/10/2003,2003,791-17738,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant December; yearColumn = 2003, resight by participant 10 March; yearColumn = 2004, resight by participant 4 April; yearColumn = 2005, resighted by participant March"
TATEJUAMD1,4/4/2004,2004,791-17738,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant December; yearColumn = 2003, resight by participant 10 March; yearColumn = 2004, resight by participant 4 April; yearColumn = 2005, resighted by participant March"
TATEJUAMD1,3/15/2005,2005,791-17738,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant December; yearColumn = 2003, resight by participant 10 March; yearColumn = 2004, resight by participant 4 April; yearColumn = 2005, resighted by participant March"
TATEJUAMD1,3/15/2001,2001,791-17739,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant February; yearColumn = 2003, resighted February by participant"
TATEJUAMD1,2/15/2002,2002,791-17739,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant February; yearColumn = 2003, resighted February by participant"
TATEJUAMD1,2/15/2003,2003,791-17739,P,NA,"yearColumn = 2000, banded 1 June; yearColumn = 2001, resighted by participant March; yearColumn = 2002, resighted by participant February; yearColumn = 2003, resighted February by participant"
MOSMCARMD1,4/15/2001,2001,791-17743,P,NA,"yearColumn = 2000, banded 2 June; yearColumn = 2001, resighted by participant spring 2001"
MOSMCARMD1,4/15/2001,2001,791-17744,P,NA,"yearColumn = 2000, banded 3 June; yearColumn = 2001, resighted by participant spring 2001; yearColumn = 2003, resighted 8 May"
ROHRSALMD1,12/15/2001,2001,791-17806,P,NA,"yearColumn = 2000, banded 13 June; yearColumn = 2001, resighted December"
STANJEFMD1,5/9/2005,2005,8001-21348,P,NA,"yearColumn = 2002, band 21 June, resight 22 Sept; yearColumn = 2005, resighted by participant 9 May"
STURCARMD1,1/13/2003,2003,8001-21365,P,NA,"yearColumn = 2002, banded 20 Sept; yearColumn = 2003, resighted by participant 13 Jan"
TATEJUAMD1,3/10/2003,2003,8001-21369,P,NA,"yearColumn = 2002, banded 2 Oct; yearColumn = 2003, resight 10 March by participant"
TATEJUAMD1,3/15/2003,2003,8001-21370,P,NA,"yearColumn = 2002, banded 2 Oct; yearColumn = 2003, resighted by participant March-April"
TATEJUAMD1,4/15/2003,2003,8001-21370,P,NA,"yearColumn = 2002, banded 2 Oct; yearColumn = 2003, resighted by participant March-April"
TATEJUAMD1,2/15/2003,2003,8001-21371,P,NA,"yearColumn = 2002, banded 2 Oct; yearColumn = 2003, resighted by participant Feb"
TATEJUAMD1,2/15/2003,2003,8001-21372,P,NA,"yearColumn = 2002, banded 2 Oct; yearColumn = 2003, resighted by participant Feb "
PERRCHRMD1,6/9/2004,2004,8001-21394,P,NA,"yearColumn = 2003, captured 29/4; yearColumn = 2004, resighted 9 June"
BEALTOMMD1,3/15/2003,2003,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,3/15/2005,2005,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,3/15/2006,2006,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,5/29/2007,2007,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,3/15/2008,2008,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,3/15/2009,2009,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,5/21/2010,2010,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
BEALTOMMD1,3/15/2011,2011,8001-21430,P,NA,"yearColumn = 2002, banded 12 May; yearColumn = 2003, resighted by participant; yearColumn = 2004, resighted 27 April ; yearColumn = 2005, resighted by participant; yearColumn = 2006, resighted by participant; yearColumn = 2007, resighted by participant earlier in the year and by bander (5/29); yearColumn = 2008, resighted by participant; yearColumn = 2009, resighted by participant March, recaptured 5/22/09; yearColumn = 2010, resighted by participant 21 May; yearColumn = 2011, Resighted by participant 5/2011."
PERRCHRMD1,3/20/2004,2004,8001-21456,P,NA,"yearColumn = 2002, band 31 May, resight 30 June; yearColumn = 2003, resight 29 may; yearColumn = 2004, resighted 20 March by participant; yearColumn = 2005, resighted by participant 2 May; yearColumn = 2006, resighted by participant 12 March"
PERRCHRMD1,5/2/2005,2005,8001-21456,P,NA,"yearColumn = 2002, band 31 May, resight 30 June; yearColumn = 2003, resight 29 may; yearColumn = 2004, resighted 20 March by participant; yearColumn = 2005, resighted by participant 2 May; yearColumn = 2006, resighted by participant 12 March"
PERRCHRMD1,3/12/2006,2006,8001-21456,P,NA,"yearColumn = 2002, band 31 May, resight 30 June; yearColumn = 2003, resight 29 may; yearColumn = 2004, resighted 20 March by participant; yearColumn = 2005, resighted by participant 2 May; yearColumn = 2006, resighted by participant 12 March"
STURCARMD1,8/21/2004,2004,8001-21494,P,NA,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 30 July; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 29 april"
STURCARMD1,4/29/2005,2005,8001-21494,P,NA,"yearColumn = 2002, banded 19 July; yearColumn = 2003, resighted 30 July; yearColumn = 2004, Resighted by participant 21 August; yearColumn = 2005, resighted by participant 29 april"
TATEJUAMD1,5/15/2005,2005,962-47692,P,NA,"yearColumn = 2003, banded 16 June; yearColumn = 2005, resighted May by participant"
PERRCHRMD1,1/7/2017,2017,NA,P,JlLM: there are two CARW with this same band color combo,NA
