site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,notesEnc,timeEnc
BEALTOMMD1,2010-07-13,NA,Band,NOCA,2421-11549,"A/BK,R",AHY,M,NA,NA,38.8,92,NA,23.87,"yearColumn = 2010, banded 7/13; yearColumn = 2012, Resighted 5/2012; yearColumn = 2014, resighted by participant 31 July, 20 Jan 2015 -",NA
BEALTOMMD1,2010-07-13,NA,Recap,CARW,2251-80301,"Y,A/Y",AHY,M,NA,NA,21.4,NA,NA,NA,"yearColumn = 2008, banded 20 june; yearColumn = 2009, resighted by participant 4 June; yearColumn = 2010, recap 7/13 -",NA
BEALTOMMD1,2010-07-13,NA,Recap,CACH,2460-22953,"A/O,R",AHY,M,NA,NA,10,NA,NA,NA,"yearColumn = 2008, banded 20 june; yearColumn = 2009, banded 5/22/09. resighted by particpant 3 June; yearColumn = 2010, recap 7/13; yearColumn = 2012, Resight 5/2012 -",NA
BRIGKIMMD1,2010-07-21,NA,Band,GRCA,2421-11683,"A,W/O",HY,U,NA,NA,35.5,88,NA,29.21,"yearColumn = 2010, Captured 7/21/2010 -",NA
BRIGKIMMD1,2010-07-21,NA,Band,CARW,2441-96331,"W,A/BK",AHY,F,NA,NA,17.8,56.8,NA,20.91,"yearColumn = 2010, Captured 7/21/2010 -",NA
BRIGKIMMD1,2010-07-21,NA,Band,GRCA,2421-11684,"O,A/P",AHY,M,NA,NA,35.5,90,NA,28.92,"yearColumn = 2010, Captured 7/21/2010 -",NA
BRIGKIMMD1,2010-07-21,NA,Recap,GRCA,2301-56546,"W/A,BK/O",AHY,M,NA,NA,36.8,NA,NA,NA,"yearColumn = 2008, Banded July 11; yearColumn = 2010, Recapture 7/21/2010 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,GRCA,791-17246,"W/A,BU",AHY,M,NA,NA,36.9,91,NA,27.4,"yearColumn = 2012, Capture 5/12/2012 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,GRCA,791-17247,"O,PU/A",AHY,M,NA,NA,41.2,90,NA,27.43,"yearColumn = 2012, Capture 5/12/2012 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,AMRO,1272-43142,"A/R,PK",AHY,F,NA,NA,76.8,124,NA,32.36,"yearColumn = 2012, Capture 5/12/2012 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,AMRO,1272-43143,"G/A,PK",AHY,M,NA,NA,71.3,122,NA,38.1,"yearColumn = 2012, Capture 5/12/2012 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,GRCA,791-17248,"A,O/R",AHY,M,NA,NA,37.5,88,NA,28.89,"yearColumn = 2012, Capture 5/12/2012 -",NA
BLOCDAVMD1,2012-05-12,NA,Band,AMRO,1272-43144,"Y,A",AHY,M,NA,NA,71.6,122,NA,33.34,"yearColumn = 2012, Capture 5/12/2012 -",NA
COLSKATMD1,2012-05-18,NA,Band,GRCA,2421-11489,"A/O,Y",AHY,M,NA,NA,35.2,87,NA,27.56,"yearColumn = 2012, Banded 5/18/2012. -",NA
COLSKATMD1,2012-05-18,NA,Band,GRCA,2421-11491,"G,A/PU",AHY,F,NA,NA,43.7,86,NA,27.56,"yearColumn = 2012, .Banded 5/18/2012 -",NA
COLSKATMD1,2012-05-18,NA,Band,NOCA,2421-11492,"A,Y/R",AHY,F,NA,NA,41.1,89,NA,25.21,"yearColumn = 2012, .Banded 5/18/2012 -",NA
COLSKATMD1,2012-05-18,NA,Band,SOSP,2341-29390,"A,PU",AHY,F,NA,NA,21.4,63,NA,21.84,"yearColumn = 2012, .Banded 5/18/2012 -",NA
COLSKATMD1,2012-05-18,NA,Band,NOCA,2421-11490,"BK/A,G",AHY,M,NA,NA,42.1,93,NA,24.58,"yearColumn = 2012, Banded 5/18/2012; yearColumn = 2014, Resighted by neighbor September -",NA
COLSKATMD1,2012-05-18,NA,Band,CACH,2590-83036,"BU/Y,A",AHY,M,NA,NA,10.1,62,NA,16.03,"yearColumn = 2012, .Banded 5/18/2012; yearColumn = 2013, resighted 4/2013; yearColumn = 2014, resighted 6/12/14; yearColumn = 2015, Recaptured 6/6/15 -",NA
NEWBCARVA1,2012-05-19,NA,Recap,CACH,2590-82499,"R,A/O",AHY,M,NA,NA,10,NA,NA,NA,"yearColumn = 2010, banded 6/19/10; resighted by participant 23 Dec.; yearColumn = 2011, resighted by participant 29 Oct.; yearColumn = 2012, resighted by participant Apr. 27, 2012
Recapture 5/19/2012 -",NA
NEWBCARVA1,2012-05-19,NA,Band,HOWR,2590-83196,"Y,A/BU",U,U,NA,NA,10.2,43,NA,14.1,"yearColumn = 2012, Capture 5/19/2012 -",NA
NEWBCARVA1,2012-05-19,NA,Band,CACH,2590-83197,"PU,BU/A",AHY,F,NA,NA,9.1,55,NA,15.35,"yearColumn = 2012, Capture 5/19/2012 -",NA
NEWBCARVA1,2012-05-19,NA,Band,CACH,2590-83198,"R,A/G",AHY,M,NA,NA,10.5,62,NA,15.58,"yearColumn = 2012, Capture 5/19/2012 -",NA
NEWBCARVA1,2012-05-19,NA,Band,CARW,2441-96454,"R/A,Y",AHY,M,NA,NA,22.2,62,NA,21.48,"yearColumn = 2012, Capture 5/19/2012; yearColumn = 2013, recap 8/1/13 -",NA
BEALTOMMD1,2012-05-23,NA,Band,CACH,2590-83052,"BU/R,A",AHY,F,NA,NA,10.1,60,NA,16.1,"yearColumn = 2012, Banded 5/23/2012 -",NA
BEALTOMMD1,2012-05-23,NA,Band,CACH,2590-83053,"BK,Y/A",AHY,M,NA,NA,10.4,61,NA,16.16,"yearColumn = 2012, Banded 5/23/2012 -",NA
BEALTOMMD1,2012-05-23,NA,Band,NOCA,2421-34601,"R,A/PU",AHY,F,NA,NA,40.8,92,NA,24.02,"yearColumn = 2012, Banded 5/23/2012; yearColumn = 2014, resighted by participant 10 Jan 2015 -",NA
STURCARMD1,2012-05-26,NA,Band,CARW,2341-29396,"O/PK,A",AHY,M,NA,NA,21.5,61,NA,22.29,"yearColumn = 2012, Banded 5/26/2012 -",NA
STURCARMD1,2012-05-26,NA,Band,GRCA,2421-34611,"G/A,G",AHY,M,NA,NA,35.2,92,NA,28.07,"yearColumn = 2012, Banded 5/26/2012 -",NA
STURCARMD1,2012-05-26,NA,Band,CACH,2590-83056,"Y/A,PU",AHY,M,NA,NA,10.4,60,NA,15.53,"yearColumn = 2012, Banded 5/26/2012 -",NA
STURCARMD1,2012-05-26,NA,Band,HOWR,2590-83054,"PU/R,A",AHY,M,NA,NA,11.2,53,NA,17.58,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant late May -",NA
STURCARMD1,2012-05-26,NA,Band,HOWR,2590-83055,"G,A/BK",AHY,F,NA,NA,10.7,49,NA,16.44,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June -",NA
STURCARMD1,2012-05-26,NA,Band,GRCA,2421-34609,"BU/R,A",AHY,M,NA,NA,36.3,94,NA,27.68,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June -",NA
STURCARMD1,2012-05-26,NA,Band,GRCA,2421-34610,"A/PU,BU",AHY,M,NA,NA,38.9,90,NA,28.04,"yearColumn = 2012, Banded 5/26/2012; yearColumn = 2013, resighted by participant 4 June -",NA
VERSBETMD1,2012-06-07,NA,Band,NOCA,2561-44906,"A,O/P",AHY,M,NA,NA,45.3,92,NA,25.74,"yearColumn = 2012, captured 6/7/2012 -",NA
VERSBETMD1,2012-06-07,NA,Band,NOCA,2561-44907,"G/A,R",AHY,M,NA,NA,47.5,93,NA,23.91,"yearColumn = 2012, captured 6/7/2012 -",NA
VERSBETMD1,2012-06-07,NA,Band,CACH,2510-04400,"PK,Y/A",AHY,F,NA,NA,8.5,59,NA,15.75,"yearColumn = 2012, captured 6/7/2012 -",NA
VERSBETMD1,2012-06-07,NA,Band,CACH,2570-44717,"R,O/A",AHY,U,NA,NA,9.5,59,NA,15.2,"yearColumn = 2012, captured 6/7/2012; yearColumn = 2013, resighted 4/24/2013; yearColumn = 2014, RECAP 6/21/2014; yearColumn = 2015, Resighted 5/12/2015 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CACH,2690-08430,"G,A/BK",AHY,F,NA,NA,9,56,NA,15.51,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CACH,2690-08431,"BK/Y,A",AHY,F,NA,NA,8.9,58,NA,15.22,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CACH,2690-08432,"A/BK,PU",HY,U,NA,NA,9.8,60,NA,15.2,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CARW,2441-96473,"A,BU/PU",AHY,F,NA,NA,20.2,60,NA,22.28,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CACH,2690-08433,"G/A,G",HY,U,NA,NA,9.5,60,NA,15.92,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CACH,2690-08434,"A/G,BU",AHY,F,NA,NA,9.7,60,NA,15.47,"yearColumn = 2012, Capture 6/11/2012 -",NA
KEYESUSMD1,2012-06-11,NA,Band,CARW,2441-96474,"BK/A,BU",AHY,F,NA,NA,22,57,NA,20.67,"yearColumn = 2012, Capture 6/11/2012; yearColumn = 2013, Resighted by participant 3/25/2013 -",NA
KEYESUSMD1,2012-06-11,NA,Recap,HOWR,2590-83167,"A,PU/W",AHY,M,NA,NA,11.5,NA,NA,NA,"yearColumn = 2010, banded 7/9/10; yearColumn = 2012, Recapture 6/11/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,GRCA,791-17288,"R,A/G",AHY,F,NA,NA,36.7,88,NA,28.31,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,NOCA,791-17289,"O,PU/A",HY,U,NA,NA,41.9,96,NA,23.99,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,SOSP,2441-96483,"A,BU/G",AHY,M,NA,NA,21.2,68,NA,22.25,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,GRCA,791-17290,"A/R,BU",AHY,M,NA,NA,35.1,88,NA,27.93,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,AMRO,1272-43162,"R,A/BU",AHY,M,NA,NA,71.2,130,NA,32.4,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,GRCA,791-17291,"W,A/G",AHY,F,NA,NA,36.3,91,NA,28.34,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,GRCA,791-17292,"A/BK,O",AHY,M,NA,NA,31.7,87,NA,28.37,"yearColumn = 2012, Capture 6/16/2012 -",NA
KESTSABDC1,2012-06-16,NA,Band,SOSP,2441-96484,"Y/R,A",AHY,F,NA,NA,20,62,NA,20.63,"yearColumn = 2012, Capture 6/16/2012 -",NA
JACOMERMD1,2012-06-22,NA,Band,AMRO,1272-42413,"A/Y,PK",AHY,F,NA,NA,77.3,121,NA,31,"yearColumn = 2012, captured 6/22/2012 -",NA
JACOMERMD1,2012-06-22,NA,Band,CACH,2570-44733,"A/PU,W",HY,U,NA,NA,9.3,60,NA,15.06,"yearColumn = 2012, captured 6/22/2012 -",NA
JACOMERMD1,2012-06-22,NA,Band,GRCA,2561-44921,"G/A,BU",AHY,M,NA,NA,34.9,88,NA,27.42,"yearColumn = 2012, captured 6/22/2012 -",NA
BRIGKIMMD1,2012-06-30,NA,Band,SOSP,2441-14184,"A,O/O",HY,U,NA,NA,17.9,62,NA,21.24,"yearColumn = 2012, Banded 6/30/2012 -",NA
BRIGKIMMD1,2012-06-30,NA,Band,CARW,2441-14185,"A,O/R",AHY,M,NA,NA,20.3,61.5,NA,22.42,"yearColumn = 2012, Banded 6/30/2012 -",NA
BRIGKIMMD1,2012-06-30,NA,Band,CACH,2590-82011,"A/R,G",HY,U,NA,NA,8.5,58,NA,15.12,"yearColumn = 2012, Banded 6/30/2012; yearColumn = 2015, Resighted 5/18/2015 -",NA
MANNJANDC1,2012-07-11,NA,Band,NOCA,2561-56810,"BU/BK,A",AHY,M,NA,NA,41.4,94,NA,25.34,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,NOCA,2561-56811,"BK/Y,A",AHY,M,NA,NA,41.9,92,NA,24.7,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,GRCA,2561-56812,"A/R,G",HY,U,NA,NA,33.6,89,NA,26.98,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,CARW,2441-56500,"A/Y,G",AHY,M,NA,NA,20.7,58,NA,21.94,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,CACH,2690-08466,"W/O,A",U,U,NA,NA,9.2,59,NA,15.09,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,GRCA,2561-56813,"Y,PU/A",AHY,M,NA,NA,35.5,86,NA,27.57,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,GRCA,2561-56814,"A,O/G",AHY,M,NA,NA,32.5,83,NA,28.05,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,SOSP,2571-90101,"A,W/G",AHY,M,NA,NA,22.8,67,NA,21.37,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,NOCA,2561-56815,"BK/PU,A",AHY,F,NA,NA,39,85,NA,24.33,"yearColumn = 2012, Capture 7/11/2012 -",NA
MANNJANDC1,2012-07-11,NA,Band,NOCA,2561-56816,"A,PU/G",AHY,M,NA,NA,40.6,92,NA,24.46,"yearColumn = 2012, Capture 7/11/2012 -",NA
COLSKATMD1,2013-05-13,NA,Band,CACH,2710-25926,"A/BK,R",ASY,F,NA,NA,9,59,NA,15.77,"yearColumn = 2013, Banded 5/13/13; yearColumn = 2015, resighted by participant -",NA
MANNJANDC1,2013-05-17,NA,Band,HOWR,2610-37358,"W,A/W",AHY,M,NA,NA,10.4,46,NA,18.2,"yearColumn = 2013, Banded May 17, 2013 -",NA
MANNJANDC1,2013-05-17,NA,Band,NOCA,2641-63910,"PU,W/A",AHY,F,NA,NA,42.4,87,NA,24.36,"yearColumn = 2013, Banded May 17, 2013 -",NA
MANNJANDC1,2013-05-17,NA,Band,NOCA,2641-63911,"O/BU,A",AHY,M,NA,NA,38,94,NA,25.18,"yearColumn = 2013, Banded May 17, 2013 -",NA
VERSBETMD1,2013-05-23,NA,Band,CACH,2660-75720,"W/A,Y",SY,F,NA,NA,8.8,59,NA,15.66,"yearColumn = 2013, banded 5/23; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant -",NA
COLSKATMD1,2013-05-29,NA,Band,HOWR,2590-82162,"W/A,P",AHY,M,NA,NA,NA,48,NA,15.83,"yearColumn = 2013, Banded 5/29/13 -",NA
COLSKATMD1,2013-05-29,NA,Band,CARW,2441-96524,"R,Y/A",AHY,F,NA,NA,20.9,63,NA,26.25,"yearColumn = 2013, Banded 5/29/13 -",NA
COLSKATMD1,2013-05-29,NA,Band,NOCA,2641-63625,"P/W,A",AHY,M,NA,NA,38.6,95,NA,22.62,"yearColumn = 2013, Banded 5/29/13; yearColumn = 2014, resighted by participant neighbor 17 August -",NA
LEONTESDC1,2013-06-05,NA,Band,AMRO,1342-74095,"O,R/A",AHY,M,NA,NA,79.4,132,NA,33.58,"yearColumn = 2013, Banded 6/5/2013; yearColumn = 2014, resighted by participant 7 April -",NA
BLOCDAVMD1,2013-06-08,NA,Band,AMRO,742-29489,"BU,A/O",AHY,F,NA,NA,81.9,126,NA,32.38,"yearColumn = 2013, Banded June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,HOWR,2610-37363,"A,BK/O",AHY,M,NA,NA,11,50,NA,18.34,"yearColumn = 2013, Banded June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,GRCA,2641-63927,"A/PU,BK",AHY,M,NA,NA,35.3,90,NA,30.88,"yearColumn = 2013, June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,CACH,2610-37364,"BK,A/G",AHY,F,NA,NA,9.4,60,NA,18.53,"yearColumn = 2013, June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,HOWR,2610-37365,"A/BU,BU",AHY,F,NA,NA,15.2,51,NA,16.43,"yearColumn = 2013, June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,GRCA,2641-63928,"PU,Y/A",AHY,M,NA,NA,34.6,87,NA,27.64,"yearColumn = 2013, Banded June 8, 2013 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,NOCA,2641-63924,"BK,W/A",AHY,M,NA,NA,44.6,96,NA,25.41,"yearColumn = 2013, June 8, 2013; yearColumn = 2014, resighted by participant -",NA
BLOCDAVMD1,2013-06-08,NA,Band,GRCA,2641-63925,"A/W,Y",AHY,M,NA,NA,34.4,89,NA,26.7,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant -",NA
BLOCDAVMD1,2013-06-08,NA,Band,SOSP,2441-96351,"G,A/Y",AHY,M,NA,NA,22.2,69,NA,22.62,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015 -",NA
BLOCDAVMD1,2013-06-08,NA,Band,AMRO,742-29490,"BK/A,O",AHY,M,NA,NA,73.7,128,NA,35.96,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant -",NA
BLOCDAVMD1,2013-06-08,NA,Band,NOCA,2641-63926,"A/BK,W",AHY,F,NA,NA,39.5,90,NA,23.22,"yearColumn = 2013, Banded June 8, 2013; yearColumn = 2014, resighted by participant; yearColumn = 2015, Resighted 7/11/2015. -",NA
STURCARMD1,2013-06-13,NA,Band,HOWR,2590-82169,"G,R/A",HY,M,NA,NA,11,NA,NA,NA,"yearColumn = 2013, Banded 6/13/13 -",NA
STURCARMD1,2013-06-13,NA,Band,CACH,2590-82170,"PU/A,G",AHY,F,NA,NA,9.1,62,NA,15.36,"yearColumn = 2013, Banded 6/13/13 -",NA
VERSBETMD1,2013-06-20,NA,Band,CARW,2661-31501,"W/W,A",AHY,M,NA,NA,19.7,60,NA,22.3,"yearColumn = 2013, banded 6/20/13 -",NA
VERSBETMD1,2013-06-20,NA,Band,NOCA,2531-74553,"BU/A,O",AHY,M,NA,NA,44.1,97,NA,25.04,"yearColumn = 2013, BANDED 6/20/13 -",NA
VERSBETMD1,2013-06-20,NA,Band,NOCA,2531-74555,"P,PK/A",SY,M,NA,NA,43.1,94,NA,24.53,"yearColumn = 2013, banded 6/20/13 -",NA
VERSBETMD1,2013-06-20,NA,Band,SOSP,2661-31504,"O/A,W",AHY,M,NA,NA,22,64,NA,21.75,"yearColumn = 2013, banded 6/20/13 -",NA
VERSBETMD1,2013-06-20,NA,Band,NOCA,2531-74552,"A/Y,G",AHY,M,NA,NA,44.5,98,NA,25.33,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant; yearColumn = 2015, resighted by participant -",NA
VERSBETMD1,2013-06-20,NA,Band,NOCA,2531-74554,"PK/R,A",AHY,M,NA,NA,43.7,92,NA,25.61,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2015, resighted by participant -",NA
VERSBETMD1,2013-06-20,NA,Band,CARW,2661-31503,"BK,P/A",SY,U,NA,NA,21.9,60,NA,21.72,"yearColumn = 2013, BANDED 6/20/13; yearColumn = 2014, resighted by participant -",NA
BROWANNMD1,2013-07-01,NA,Band,GRCA,2641-63658,"W,A/BK",AHY,M,NA,NA,36.2,88,NA,28.47,"yearColumn = 2013, Banded 7/1/2013 -",NA
BROWANNMD1,2013-07-01,NA,Band,AMRO,1342-74065,"PK,A",AHY,F,NA,NA,74.5,123,NA,33.39,"yearColumn = 2013, Banded 7/1/2013 -",NA
BROWANNMD1,2013-07-01,NA,Band,HOWR,2590-82184,"A/PU,Y",AHY,M,NA,NA,10.1,53,NA,17.26,"yearColumn = 2013, Banded 7/1/2013 -",NA
BROWANNMD1,2013-07-01,NA,Band,NOCA,2641-63659,"A,O/PU",AHY,F,NA,NA,41.2,91,NA,22.53,"yearColumn = 2013, Banded 7/1/2013; yearColumn = 2014, resighted by BD on July 22 -",NA
KEYESUSMD1,2013-07-06,NA,Band,HOWR,2610-37383,"A,PK/R",HY,U,NA,NA,10.7,53,NA,17.63,"yearColumn = 2013, Banded 7/6/2013 -",NA
KEYESUSMD1,2013-07-06,NA,Band,NOCA,2641-63941,"A/PK,G",HY,F,NA,NA,39,88,NA,24.96,"yearColumn = 2013, Banded July 6, 2013 -",NA
KEYESUSMD1,2013-07-06,NA,Band,CACH,2610-37384,"A/PK,BK",AHY,F,NA,NA,9.6,60,NA,15.6,"yearColumn = 2013, Banded July 6, 2013 -",NA
KEYESUSMD1,2013-07-06,NA,Band,CACH,2610-37385,"Y,A/O",AHY,F,NA,NA,8.7,57,NA,15.21,"yearColumn = 2013, Banded July 6, 2013 -",NA
KEYESUSMD1,2013-07-06,NA,Band,CACH,2610-37386,"BU/G,A",HY,U,NA,NA,9.4,53,NA,16.27,"yearColumn = 2013, Banded July 6, 2013 -",NA
KEYESUSMD1,2013-07-06,NA,Band,SOSP,2441-96360,"A,R/BK",AHY,M,NA,NA,20.4,69,69,20.29,"yearColumn = 2013, Banded July 6, 2013; yearColumn = 2014, Recaptured by BD July 26 -",NA
BEALTOMMD1,2013-07-10,NA,Band,NOCA,2641-63675,"A/W,G",U,U,NA,NA,40.2,88,NA,25.37,"yearColumn = 2013, Captured July 10,2013 -",NA
BEALTOMMD1,2013-07-10,NA,Band,CARW,2441-96552,"O,A/O",AHY,F,NA,NA,17.2,NA,NA,NA,"yearColumn = 2013, Captured July 10, 20013.; yearColumn = 2014, resighted 27 June by participant; 10 Jan 2015; yearColumn = 2015, resighted by participant -",NA
BEALTOMMD1,2013-07-10,NA,Band,CACH,2590-82196,"R/O,A",U,U,NA,NA,9.9,61,NA,15.8,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, resighted by participant 10 Jan 2015 -",NA
BEALTOMMD1,2013-07-10,NA,Band,CARW,2441-96553,"W/BU,A",AHY,U,NA,NA,21,60,52,21.98,"yearColumn = 2013, Captured July 10, 2013; yearColumn = 2014, recaptured June 17; resighted by participant 22 July, 6 Oct, 3 Dec -",NA
KESTSABDC1,2013-07-13,NA,Band,AMRO,1342-74079,"PK/A,O",AHY,F,NA,NA,85.4,120,NA,34.42,"yearColumn = 2013, Banded 7/13/2013 -",NA
KESTSABDC1,2013-07-13,NA,Band,AMRO,1342-74078,"A/PK,Y",AHY,M,NA,NA,72.4,123,NA,32.19,"yearColumn = 2013, Banded 7/13/2013 -",NA
KESTSABDC1,2013-07-15,NA,Band,CARW,2441-96557,"O/R,A",HY,U,NA,NA,18.7,59,NA,21.24,"yearColumn = 2013, Banded 7/13/2013 -",NA
JACOMERMD1,2013-07-27,NA,Band,GRCA,2641-63957,"BU/A,R",AHY,F,NA,NA,34.6,91,NA,27.86,"yearColumn = 2013, Banded July 27, 2013 -",NA
JACOMERMD1,2013-07-27,NA,Band,CACH,2610-37400,"Y/A,W",AHY,F,NA,NA,10.1,62,NA,16.8,"yearColumn = 2013, Banded July 27, 2013 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53906,"W,G/A",HY,U,NA,NA,8.9,58,NA,NA,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53907,"R/A,-",HY,U,NA,NA,9.5,59,NA,16.34,"yearColumn = 2013, Recap 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53908,"BU/A,O",AHY,M,NA,NA,9.3,60,NA,15.38,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53910,"BU/A,BU",AHY,F,NA,NA,9.4,62.5,NA,17.82,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,NOCA,2561-56871,"P/A,BU",HY,F,NA,NA,41.5,86,NA,23.42,"yearColumn = 2013, banded 8/1/2013 -",NA
NEWBCARVA1,2013-08-01,NA,Band,NOCA,2561-56872,"Y,A/P",HY,F,NA,NA,42.9,85,NA,23.38,"yearColumn = 2013, .banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53909,"Y,A/P",AHY,F,NA,NA,9.8,61,NA,16.75,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,NOCA,2561-56873,"BU,BU/A",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2013, banded 8/1/13 ",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53911,"W/A,PU",AHY,M,NA,NA,10.4,61,NA,16.78,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53912,"Y,G/A",HY,U,NA,NA,8.7,61,NA,14.98,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53913,"A,O/Y",HY,U,NA,NA,10,59,NA,15.41,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53914,"BU/A,PU",AHY,U,NA,NA,10.1,61,NA,15.83,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53915,"R/BK,A",AHY,F,NA,NA,10,64,NA,15.67,"yearColumn = 2013, banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53916,"A/PU,G",HY,U,NA,NA,9.1,62,NA,16.15,"yearColumn = 2013, Banded 8/1/13 -",NA
NEWBCARVA1,2013-08-01,NA,Band,CARW,25719-01425,"A/W,Y",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2013, banded 8/1/13 ",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53904,"A/O,BK",HY,M,NA,NA,10.4,66,NA,16.07,"yearColumn = 2013, Banded 8/1/2013; yearColumn = 2014, recaptured 21 May; yearColumn = 2015, Recaptured on 6/22/15 by DME -",NA
NEWBCARVA1,2013-08-01,NA,Band,CACH,2710-53905,"A/BK,G",HY,U,NA,NA,9.3,61.5,NA,15.35,"yearColumn = 2013, Banded 8/1/13; yearColumn = 2015, Resighted 4/20/2015 -",NA
NEWBCARVA1,2013-08-01,NA,Recap,CARW,2441-96454,"R/A,Y",AHY,M,NA,NA,20.9,NA,NA,NA,"yearColumn = 2012, Capture 5/19/2012; yearColumn = 2013, recap 8/1/13 -",NA
LEONTESDC1,2014-04-16,NA,Band,SOSP,2571-90164,"A,W/BU",AHY,M,NA,NA,20.6,NA,64,NA,"yearColumn = 2014, banded 16 April -",NA
LEONTESDC1,2014-04-16,NA,Band,NOCA,2561-56893,"A,W/R",AHY,F,NA,NA,41.9,90,NA,NA,"yearColumn = 2014, banded 16 April -",NA
LEONTESDC1,2014-04-16,NA,Band,NOCA,2561-56894,"A,W/G",AHY,M,NA,NA,38.7,92,NA,24.69,"yearColumn = 2014, banded 16 April -",NA
